airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Economy,25.92,45,80
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Chennai,Economy,11.0,28,60
Air_India,AI-773,Kolkata,Evening,one,Early_Morning,Chennai,Economy,14.08,25,78
AirAsia,I5-764,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,3,109
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Mumbai,Business,11.33,47,679
Vistara,UK-778,Kolkata,Afternoon,one,Morning,Hyderabad,Business,18.08,47,716
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Economy,11.58,18,67
Indigo,6E-5073,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.33,25,53
Air_India,AI-732,Kolkata,Afternoon,one,Evening,Bangalore,Economy,29.5,31,69
Air_India,AI-631,Mumbai,Evening,two_or_more,Evening,Kolkata,Economy,23.83,11,157
Indigo,6E-2174,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,33,61
Air_India,AI-430,Chennai,Morning,one,Night,Kolkata,Business,12.42,39,748
Vistara,UK-873,Mumbai,Early_Morning,one,Night,Delhi,Business,16.5,38,557
Vistara,UK-870,Hyderabad,Night,zero,Night,Delhi,Economy,2.25,43,93
Indigo,6E-2147,Delhi,Night,one,Early_Morning,Chennai,Economy,8.67,42,46
Indigo,6E-6245,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,45,54
Air_India,AI-631,Mumbai,Evening,one,Morning,Delhi,Economy,14.08,25,56
Indigo,6E-219,Mumbai,Afternoon,one,Evening,Chennai,Economy,4.92,8,119
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25,11,155
Vistara,UK-954,Mumbai,Early_Morning,one,Morning,Bangalore,Business,5.83,43,737
Indigo,6E-6113,Chennai,Afternoon,one,Night,Mumbai,Economy,7.08,10,108
Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Business,12.0,29,817
Indigo,6E-7115,Kolkata,Evening,one,Night,Hyderabad,Economy,5.5,46,59
Indigo,6E-772,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.92,15,61
Air_India,AI-660,Mumbai,Evening,one,Evening,Kolkata,Business,25.17,44,671
Air_India,AI-431,Delhi,Afternoon,one,Afternoon,Mumbai,Business,24.5,43,441
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,17.92,14,183
GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.08,21,88
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.17,5,133
Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Business,16.17,19,845
Indigo,6E-176,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,39,50
GO_FIRST,G8-803,Bangalore,Evening,one,Late_Night,Chennai,Economy,6.33,16,174
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,10.0,29,132
GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Chennai,Economy,11.67,15,103
Vistara,UK-816,Bangalore,Morning,one,Night,Kolkata,Economy,11.25,35,110
Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Business,23.75,13,557
GO_FIRST,G8-7537,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.08,39,32
Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Economy,12.17,45,76
Air_India,AI-402,Kolkata,Morning,one,Night,Hyderabad,Business,11.17,16,910
GO_FIRST,G8-398,Mumbai,Night,one,Morning,Hyderabad,Economy,11.5,11,58
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,10.67,21,905
GO_FIRST,G8-426,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,5.92,36,56
Indigo,6E-6012,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.08,45,55
Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Bangalore,Economy,24.83,28,64
Vistara,UK-910,Mumbai,Evening,one,Morning,Chennai,Economy,16.33,3,150
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,14.58,27,87
Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Business,7.67,4,838
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,14.33,26,68
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Business,28.0,38,673
GO_FIRST,G8-530,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,11,100
Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Business,8.58,45,823
Indigo,6E-5217,Mumbai,Evening,one,Night,Chennai,Economy,5.75,7,109
Air_India,AI-809,Mumbai,Morning,one,Morning,Chennai,Economy,22.92,39,60
Air_India,AI-776,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.75,45,55
Air_India,AI-541,Hyderabad,Evening,one,Night,Chennai,Economy,7.33,44,57
Vistara,UK-845,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Economy,10.33,8,231
Air_India,AI-616,Hyderabad,Morning,one,Morning,Bangalore,Business,26.75,28,514
Indigo,6E-6017,Bangalore,Evening,one,Night,Hyderabad,Economy,4.08,13,59
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.92,22,669
Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Business,13.75,20,892
Air_India,AI-9881,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,10.92,22,70
Air_India,AI-780,Hyderabad,Afternoon,one,Night,Mumbai,Business,7.42,45,689
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,9.33,30,844
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,14.58,24,58
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Business,25.33,15,885
GO_FIRST,G8-7549,Delhi,Afternoon,one,Night,Bangalore,Economy,4.75,25,48
GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,32,57
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.83,3,165
SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,8,80
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,13.5,27,619
Air_India,AI-430,Chennai,Morning,one,Morning,Mumbai,Economy,23.17,21,59
Indigo,6E-5343,Mumbai,Morning,zero,Afternoon,Kolkata,Economy,2.67,49,61
Vistara,UK-824,Chennai,Night,one,Early_Morning,Hyderabad,Economy,11.33,34,81
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,14.42,18,829
Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,34,66
GO_FIRST,G8-241,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,14.83,17,70
GO_FIRST,G8-511,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,10.67,43,85
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Business,11.08,36,992
Vistara,UK-960,Mumbai,Morning,one,Evening,Hyderabad,Economy,8.0,13,133
Air_India,AI-507,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.75,40,78
Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Economy,16.17,23,82
Vistara,UK-849,Mumbai,Evening,zero,Evening,Bangalore,Business,1.75,46,279
Air_India,AI-415,Delhi,Evening,one,Afternoon,Kolkata,Economy,19.42,37,60
Vistara,UK-778,Kolkata,Afternoon,one,Early_Morning,Mumbai,Business,16.58,25,845
Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Economy,9.5,49,64
GO_FIRST,G8-515,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.5,21,83
SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,8,101
Indigo,6E-5047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,47,37
Air_India,AI-538,Chennai,Night,one,Afternoon,Kolkata,Business,16.17,3,801
Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,21.75,8,153
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.33,12,671
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,8.5,48,82
Vistara,UK-828,Chennai,Early_Morning,two_or_more,Evening,Hyderabad,Economy,10.0,46,94
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Chennai,Economy,12.83,35,87
Indigo,6E-6113,Chennai,Afternoon,one,Night,Kolkata,Economy,6.17,25,61
Air_India,AI-442,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16.42,44,73
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,45,64
Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Delhi,Business,12.0,40,480
AirAsia,I5-941,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,7.5,15,80
Air_India,AI-865,Delhi,Morning,one,Evening,Bangalore,Economy,7.83,49,57
Vistara,UK-836,Chennai,Morning,one,Morning,Bangalore,Business,25.08,10,814
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Economy,16.67,18,82
Vistara,UK-878,Hyderabad,Afternoon,zero,Afternoon,Mumbai,Business,1.58,8,240
Air_India,AI-505,Bangalore,Morning,one,Evening,Kolkata,Economy,8.75,28,83
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,16.58,21,62
Indigo,6E-179,Mumbai,Morning,one,Afternoon,Hyderabad,Economy,4.25,22,184
Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Business,16.5,30,669
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Business,17.5,1,958
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Economy,12.0,27,80
Air_India,AI-803,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.08,19,75
AirAsia,I5-319,Chennai,Morning,zero,Afternoon,Kolkata,Economy,2.33,5,68
Indigo,6E-855,Bangalore,Night,zero,Night,Hyderabad,Economy,1.25,20,32
Vistara,UK-875,Mumbai,Evening,one,Afternoon,Delhi,Business,17.33,32,557
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,36,93
Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.17,28,573
Air_India,AI-430,Chennai,Morning,one,Morning,Mumbai,Economy,25.33,24,76
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,13.83,5,70
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Chennai,Economy,6.83,28,66
Indigo,6E-2009,Kolkata,Night,zero,Late_Night,Delhi,Economy,2.5,40,54
Vistara,UK-875,Mumbai,Evening,one,Evening,Delhi,Economy,24.58,10,133
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Business,14.0,43,1137
Air_India,AI-639,Mumbai,Morning,one,Early_Morning,Kolkata,Economy,19.75,28,68
Air_India,AI-440,Chennai,Early_Morning,one,Morning,Hyderabad,Business,28.33,3,746
Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Business,24.75,47,687
Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,37,61
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.42,32,54
AirAsia,I5-517,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,2.08,46,52
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,7.5,25,170
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.33,5,1115
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.83,36,737
Air_India,AI-506,Delhi,Morning,one,Night,Hyderabad,Economy,10.5,15,124
Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,44,36
Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,33,33
Vistara,UK-963,Delhi,Morning,one,Morning,Kolkata,Business,24.83,3,963
Indigo,6E-6151,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,5.67,37,51
Air_India,AI-660,Mumbai,Evening,one,Morning,Bangalore,Economy,17.67,5,157
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,10.83,4,738
Air_India,AI-683,Mumbai,Night,one,Night,Bangalore,Economy,25.5,43,52
Vistara,UK-828,Chennai,Early_Morning,one,Morning,Kolkata,Business,26.67,15,741
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Kolkata,Economy,9.83,29,128
Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,24,37
Air_India,AI-681,Mumbai,Evening,one,Evening,Bangalore,Economy,24.75,21,53
Indigo,6E-434,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.92,45,38
Indigo,6E-496,Kolkata,Early_Morning,one,Afternoon,Chennai,Economy,8.25,24,61
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,7.83,13,574
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,14.92,42,84
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28.33,39,74
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Kolkata,Economy,6.5,21,89
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Economy,23.58,39,80
Indigo,6E-136,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.83,10,170
Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,7,770
Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,8.92,43,739
Air_India,AI-865,Delhi,Morning,one,Night,Hyderabad,Economy,10.92,7,133
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,17.67,45,120
Air_India,AI-542,Delhi,Morning,one,Early_Morning,Chennai,Economy,22.25,45,45
Air_India,AI-610,Bangalore,Evening,one,Night,Hyderabad,Business,26.42,6,512
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,Business,15.25,13,866
GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.17,48,78
GO_FIRST,G8-537,Kolkata,Evening,one,Night,Mumbai,Economy,5.0,6,143
Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Business,11.42,29,659
Air_India,AI-636,Delhi,Afternoon,one,Morning,Chennai,Economy,19.83,47,54
SpiceJet,SG-406,Kolkata,Night,one,Early_Morning,Chennai,Economy,11.42,31,66
Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,10,135
AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,13.0,21,62
Indigo,6E-7121,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,9.25,5,125
Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,31,39
Air_India,AI-9745,Kolkata,Morning,one,Evening,Hyderabad,Economy,31.75,18,93
Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,31,47
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,10.08,18,700
Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.75,35,694
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,19.33,4,145
Vistara,UK-824,Chennai,Night,one,Afternoon,Delhi,Economy,16.17,35,70
Air_India,AI-503,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,23,61
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.17,48,88
Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,22,33
Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,28,671
Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,39,72
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Chennai,Business,20.42,15,697
Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Business,11.25,38,815
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,16.0,15,889
Indigo,6E-822,Kolkata,Morning,zero,Afternoon,Bangalore,Economy,2.58,48,52
Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Economy,13.75,26,101
SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,22,35
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,17.0,43,67
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.08,18,78
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,12.5,7,153
Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Chennai,Business,25.33,20,697
Indigo,6E-5396,Mumbai,Evening,one,Night,Bangalore,Economy,6.25,12,69
AirAsia,I5-1780,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,28,46
Air_India,AI-840,Hyderabad,Night,one,Night,Kolkata,Business,25.5,37,698
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14.0,26,141
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Economy,9.33,30,100
GO_FIRST,G8-341,Mumbai,Night,zero,Night,Delhi,Economy,2.17,44,32
Indigo,6E-2516,Kolkata,Evening,zero,Evening,Delhi,Economy,2.5,11,96
GO_FIRST,G8-7547,Bangalore,Morning,one,Evening,Delhi,Economy,8.58,41,54
Indigo,6E-413,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,5.75,19,45
Air_India,AI-780,Hyderabad,Afternoon,one,Evening,Delhi,Business,28.92,45,642
Indigo,6E-5369,Hyderabad,Evening,one,Night,Kolkata,Economy,6.0,18,71
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,47,89
Indigo,6E-179,Mumbai,Morning,one,Evening,Kolkata,Economy,6.17,4,206
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Chennai,Business,17.08,15,697
Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,22.58,39,208
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.92,12,153
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,33,202
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Chennai,Economy,22.92,34,85
Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Business,8.33,22,836
Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Economy,12.83,36,80
Air_India,AI-639,Mumbai,Morning,one,Night,Hyderabad,Economy,10.75,33,49
Indigo,6E-6513,Kolkata,Morning,one,Afternoon,Delhi,Economy,6.92,48,60
Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,Business,1.92,5,280
GO_FIRST,G8-505,Chennai,Evening,one,Early_Morning,Kolkata,Economy,14.25,44,40
Air_India,AI-770,Kolkata,Night,one,Evening,Bangalore,Economy,19.75,44,95
Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,23,151
Indigo,6E-6123,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.83,6,155
Indigo,6E-6137,Chennai,Morning,one,Evening,Delhi,Economy,7.75,21,101
Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,12,1087
Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,19,88
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Economy,15.5,15,130
Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.42,49,43
Air_India,AI-415,Delhi,Evening,one,Evening,Kolkata,Economy,24.83,5,136
GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.58,37,89
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Chennai,Business,22.92,17,558
Indigo,6E-827,Hyderabad,Morning,zero,Afternoon,Bangalore,Economy,1.33,20,32
Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Business,8.0,37,596
Air_India,AI-9885,Hyderabad,Morning,one,Night,Kolkata,Economy,9.33,30,102
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Chennai,Business,19.58,27,815
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,11.25,40,73
Vistara,UK-778,Kolkata,Afternoon,one,Morning,Chennai,Business,18.58,16,1082
Air_India,AI-669,Mumbai,Morning,one,Evening,Delhi,Economy,28.25,40,68
Air_India,AI-672,Chennai,Afternoon,one,Morning,Bangalore,Economy,20.25,32,48
Vistara,UK-834,Chennai,Evening,one,Morning,Bangalore,Business,15.5,20,814
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Economy,17.0,26,78
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,8,294
Air_India,AI-698,Hyderabad,Night,one,Night,Delhi,Business,22.17,15,533
GO_FIRST,G8-300,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.5,17,137
Vistara,UK-738,Kolkata,Evening,one,Morning,Mumbai,Economy,16.42,34,82
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,13.33,31,59
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.08,2,191
Vistara,UK-822,Chennai,Morning,two_or_more,Night,Hyderabad,Economy,11.17,40,81
Air_India,AI-685,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,9.67,31,429
Air_India,AI-631,Mumbai,Evening,one,Afternoon,Delhi,Business,20.58,30,402
Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Business,13.83,30,868
Indigo,6E-6023,Delhi,Morning,one,Evening,Hyderabad,Economy,7.83,45,47
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15.0,36,33
Indigo,6E-2174,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,25,61
Indigo,6E-5218,Hyderabad,Night,zero,Night,Mumbai,Economy,1.67,24,49
Vistara,UK-870,Hyderabad,Night,one,Night,Kolkata,Economy,26.17,27,80
Vistara,UK-822,Chennai,Morning,one,Late_Night,Delhi,Business,15.17,45,616
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Economy,9.58,30,73
AirAsia,I5-819,Bangalore,Morning,one,Night,Delhi,Economy,11.25,47,37
Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Economy,14.92,31,85
Indigo,6E-512,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.42,8,88
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.92,34,96
Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Business,13.5,39,848
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,8.33,8,232
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Business,17.92,11,619
Indigo,6E-903,Hyderabad,Afternoon,one,Night,Kolkata,Economy,5.17,32,78
Vistara,UK-828,Chennai,Early_Morning,one,Night,Bangalore,Economy,15.83,24,64
Air_India,AI-676,Kolkata,Morning,one,Evening,Bangalore,Economy,8.83,4,183
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,8.67,40,105
Indigo,6E-534,Kolkata,Evening,zero,Night,Bangalore,Economy,2.5,25,69
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,12.33,44,91
Vistara,UK-996,Mumbai,Evening,zero,Night,Delhi,Business,2.17,11,495
Air_India,AI-766,Chennai,Morning,one,Night,Delhi,Economy,11.42,49,73
AirAsia,I5-2473,Kolkata,Morning,one,Evening,Hyderabad,Economy,7.92,20,62
Air_India,AI-864,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,25.92,37,82
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,Business,13.58,31,764
SpiceJet,SG-455,Mumbai,Afternoon,one,Morning,Bangalore,Economy,17.5,13,137
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Business,9.25,20,622
Indigo,6E-5375,Mumbai,Evening,one,Night,Bangalore,Economy,5.58,37,55
GO_FIRST,G8-303,Mumbai,Evening,zero,Night,Chennai,Economy,2.0,47,40
Air_India,AI-402,Kolkata,Morning,one,Morning,Bangalore,Economy,22.5,36,90
Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Business,10.92,44,680
Indigo,6E-566,Kolkata,Night,one,Early_Morning,Hyderabad,Economy,7.25,44,33
Vistara,UK-950,Mumbai,Night,one,Evening,Hyderabad,Business,19.08,47,785
Vistara,UK-776,Kolkata,Evening,one,Night,Chennai,Economy,5.5,11,218
Vistara,UK-776,Kolkata,Evening,one,Night,Chennai,Business,5.5,41,749
SpiceJet,SG-8130,Kolkata,Early_Morning,one,Night,Mumbai,Economy,16.0,20,72
Air_India,AI-640,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,26.08,42,68
GO_FIRST,G8-7534,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.0,11,80
Vistara,UK-828,Chennai,Early_Morning,two_or_more,Early_Morning,Hyderabad,Economy,24.83,39,81
Air_India,AI-766,Chennai,Morning,one,Late_Night,Bangalore,Economy,14.5,28,97
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,34.92,3,196
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,7.75,47,731
Indigo,6E-611,Chennai,Evening,one,Late_Night,Kolkata,Economy,8.08,49,55
Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Business,13.17,36,741
Vistara,UK-876,Hyderabad,Night,one,Early_Morning,Bangalore,Business,10.25,11,625
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.08,42,61
GO_FIRST,G8-123,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.25,44,75
Air_India,AI-808,Bangalore,Night,one,Afternoon,Chennai,Business,15.67,47,815
Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Business,2.25,18,378
Vistara,UK-772,Kolkata,Morning,two_or_more,Evening,Hyderabad,Economy,9.5,32,111
Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Economy,16.92,25,54
Air_India,AI-526,Kolkata,Evening,one,Morning,Delhi,Economy,14.0,9,197
Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,11.42,35,83
Vistara,UK-950,Mumbai,Night,one,Evening,Hyderabad,Economy,19.08,49,55
Air_India,AI-787,Kolkata,Early_Morning,one,Morning,Chennai,Business,5.08,18,545
Indigo,6E-179,Mumbai,Morning,one,Evening,Kolkata,Economy,6.17,3,335
Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Business,13.67,33,679
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,40,738
Indigo,6E-2106,Delhi,Late_Night,zero,Early_Morning,Kolkata,Economy,2.17,1,85
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,5.58,48,787
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,9.83,44,823
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Economy,6.75,39,89
Air_India,AI-544,Delhi,Evening,one,Afternoon,Bangalore,Economy,21.08,22,49
Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Business,22.42,34,749
GO_FIRST,G8-285,Bangalore,Afternoon,one,Night,Delhi,Economy,4.58,31,135
Air_India,AI-762,Delhi,Night,one,Morning,Chennai,Economy,14.75,9,284
